optimizer,n_layers,n_neurons,learning_rate,mse,loc,model
sgd,10,50,0.008992417,0.6330649852752686,Villano-Sisargas,COP
sgd,10,100,0.009072355,1.2533318996429443,Villano-Sisargas,COP
sgd,10,200,0.009072355,1.5102919340133667,Villano-Sisargas,COP
sgd,15,10,0.008992417,1.7152351140975952,Villano-Sisargas,COP
sgd,15,50,0.008873828,0.43769964575767517,Villano-Sisargas,COP
sgd,15,100,0.008952713,0.3481479585170746,Villano-Sisargas,COP
sgd,15,200,0.008952713,0.4164128005504608,Villano-Sisargas,COP
rmsprop,1,10,0.008952713,0.2659652531147003,Villano-Sisargas,COP
rmsprop,1,50,0.0080151055,0.20702260732650757,Villano-Sisargas,COP
rmsprop,1,100,0.0078050974,0.24759717285633087,Villano-Sisargas,COP
rmsprop,1,200,0.008834646,0.25596973299980164,Villano-Sisargas,COP
rmsprop,5,10,0.008834646,2.5267810821533203,Villano-Sisargas,COP
rmsprop,5,50,0.009112591,1.362322211265564,Villano-Sisargas,COP
rmsprop,5,100,0.009032298,0.5257916450500488,Villano-Sisargas,COP
rmsprop,5,200,0.008952713,1.0070784091949463,Villano-Sisargas,COP
rmsprop,10,10,0.009032298,3.108590602874756,Villano-Sisargas,COP
rmsprop,10,50,0.009112591,0.5309791564941406,Villano-Sisargas,COP
rmsprop,10,100,0.009032298,0.48701241612434387,Villano-Sisargas,COP
rmsprop,10,200,0.008913183,0.38888439536094666,Villano-Sisargas,COP
rmsprop,15,10,0.009112591,1.885200023651123,Villano-Sisargas,COP
rmsprop,15,50,0.009072355,0.730086624622345,Villano-Sisargas,COP
rmsprop,15,100,0.009072355,0.5839141011238098,Villano-Sisargas,COP
rmsprop,15,200,0.008992417,0.4693804681301117,Villano-Sisargas,COP
adam,1,10,0.009104529,0.2912220358848572,Cabo_Silleiro,GOW
adam,1,50,0.009258336,0.27658772468566895,Cabo_Silleiro,GOW
adam,1,100,0.00892333,0.1885584443807602,Cabo_Silleiro,GOW
adam,1,200,0.009258336,0.16201752424240112,Cabo_Silleiro,GOW
adam,5,10,0.009074076,2.452288866043091,Cabo_Silleiro,GOW
adam,5,50,0.009289408,2.024531841278076,Cabo_Silleiro,GOW
adam,5,100,0.009320584,0.3875032663345337,Cabo_Silleiro,GOW
adam,5,200,0.009320584,0.18973757326602936,Cabo_Silleiro,GOW
adam,10,10,0.009196504,3.43448543548584,Cabo_Silleiro,GOW
adam,10,50,0.009320584,0.6518139839172363,Cabo_Silleiro,GOW
adam,10,100,0.009104529,0.39279431104660034,Cabo_Silleiro,GOW
adam,10,200,0.009227369,0.3532261550426483,Cabo_Silleiro,GOW
adam,15,10,0.009320584,3.196211814880371,Cabo_Silleiro,GOW
adam,15,50,0.009258336,2.215949773788452,Cabo_Silleiro,GOW
adam,15,100,0.009074076,2.218045234680176,Cabo_Silleiro,GOW
adam,15,200,0.009320584,2.2165887355804443,Cabo_Silleiro,GOW
sgd,1,10,0.008543008,0.24734385311603546,Cabo_Silleiro,GOW
sgd,1,50,0.008289246,0.2110573798418045,Cabo_Silleiro,GOW
sgd,1,100,0.0073720273,0.21029357612133026,Cabo_Silleiro,GOW
sgd,1,200,0.0072738873,0.21270017325878143,Cabo_Silleiro,GOW
sgd,5,10,0.009258336,1.5955266952514648,Cabo_Silleiro,GOW
sgd,5,50,0.009320584,1.405422329902649,Cabo_Silleiro,GOW
sgd,5,100,0.009320584,0.6891655325889587,Cabo_Silleiro,GOW
sgd,5,200,0.009227369,0.3781581521034241,Cabo_Silleiro,GOW
sgd,10,10,0.009227369,3.0204811096191406,Cabo_Silleiro,GOW
sgd,10,50,0.009258336,0.508787989616394,Cabo_Silleiro,GOW
sgd,10,100,0.009289408,1.2248260974884033,Cabo_Silleiro,GOW
sgd,10,200,0.009320584,1.335697889328003,Cabo_Silleiro,GOW
sgd,15,10,0.009165743,4.181699752807617,Cabo_Silleiro,GOW
sgd,15,50,0.00842928,0.4496728181838989,Cabo_Silleiro,GOW
sgd,15,100,0.009074076,0.3549269437789917,Cabo_Silleiro,GOW
sgd,15,200,0.009104529,0.42992380261421204,Cabo_Silleiro,GOW
rmsprop,1,10,0.008863736,0.3262791931629181,Cabo_Silleiro,GOW
rmsprop,1,50,0.00892333,0.15954607725143433,Cabo_Silleiro,GOW
rmsprop,1,100,0.008953278,0.16127917170524597,Cabo_Silleiro,GOW
rmsprop,1,200,0.007962584,0.1484965980052948,Cabo_Silleiro,GOW
rmsprop,5,10,0.009320584,2.2337844371795654,Cabo_Silleiro,GOW
rmsprop,5,50,0.009135085,1.1737970113754272,Cabo_Silleiro,GOW
rmsprop,5,100,0.009104529,0.9615345597267151,Cabo_Silleiro,GOW
rmsprop,5,200,0.009165743,0.4406534731388092,Cabo_Silleiro,GOW
rmsprop,10,10,0.009258336,2.697422504425049,Cabo_Silleiro,GOW
rmsprop,10,50,0.008953278,0.6038830876350403,Cabo_Silleiro,GOW
rmsprop,10,100,0.009074076,0.27638161182403564,Cabo_Silleiro,GOW
rmsprop,10,200,0.009196504,1.0228077173233032,Cabo_Silleiro,GOW
rmsprop,15,10,0.009289408,3.550144672393799,Cabo_Silleiro,GOW
rmsprop,15,50,0.009165743,1.2680915594100952,Cabo_Silleiro,GOW
rmsprop,15,100,0.009135085,1.1742740869522095,Cabo_Silleiro,GOW
rmsprop,15,200,0.00892333,0.48608577251434326,Cabo_Silleiro,GOW
adam,1,10,0.009104529,0.27006295323371887,Cabo_Silleiro,COP
adam,1,50,0.008151539,0.23047856986522675,Cabo_Silleiro,COP
adam,1,100,0.009135085,0.23780685663223267,Cabo_Silleiro,COP
adam,1,200,0.008953278,0.26716333627700806,Cabo_Silleiro,COP
adam,5,10,0.009165743,2.5663952827453613,Cabo_Silleiro,COP
adam,5,50,0.009320584,1.81696355342865,Cabo_Silleiro,COP
adam,5,100,0.009135085,0.32231640815734863,Cabo_Silleiro,COP
adam,5,200,0.00892333,0.7178625464439392,Cabo_Silleiro,COP
adam,10,10,0.009289408,3.2074716091156006,Cabo_Silleiro,COP
adam,10,50,0.009165743,1.5669782161712646,Cabo_Silleiro,COP
adam,10,100,0.009196504,0.3211934566497803,Cabo_Silleiro,COP
adam,10,200,0.009227369,0.36152103543281555,Cabo_Silleiro,COP
adam,15,10,0.009196504,1.7267550230026245,Cabo_Silleiro,COP
adam,15,50,0.009165743,0.6225380301475525,Cabo_Silleiro,COP
adam,15,100,0.009320584,2.2052419185638428,Cabo_Silleiro,COP
adam,15,200,0.009258336,2.2157065868377686,Cabo_Silleiro,COP
sgd,1,10,0.008600446,0.29723045229911804,Cabo_Silleiro,COP
sgd,1,50,0.008372985,0.27261319756507874,Cabo_Silleiro,COP
sgd,1,100,0.009135085,0.24941307306289673,Cabo_Silleiro,COP
sgd,1,200,0.009135085,0.2626006007194519,Cabo_Silleiro,COP
sgd,5,10,0.009196504,1.334867000579834,Cabo_Silleiro,COP
sgd,5,50,0.009320584,1.2587870359420776,Cabo_Silleiro,COP
sgd,5,100,0.009227369,0.8589850068092346,Cabo_Silleiro,COP
sgd,5,200,0.009227369,0.3408278822898865,Cabo_Silleiro,COP
sgd,10,10,0.009227369,2.402784585952759,Cabo_Silleiro,COP
sgd,10,50,0.008953278,0.46451613306999207,Cabo_Silleiro,COP
sgd,10,100,0.008863736,1.066183090209961,Cabo_Silleiro,COP
sgd,10,200,0.009320584,1.1494630575180054,Cabo_Silleiro,COP
sgd,15,10,0.008629311,0.896293044090271,Cabo_Silleiro,COP
sgd,15,50,0.008863736,0.44078174233436584,Cabo_Silleiro,COP
sgd,15,100,0.009227369,0.43204864859580994,Cabo_Silleiro,COP
sgd,15,200,0.009227369,0.5314000844955444,Cabo_Silleiro,COP
rmsprop,1,10,0.009135085,0.2866591811180115,Cabo_Silleiro,COP
rmsprop,1,50,0.00857168,0.19628643989562988,Cabo_Silleiro,COP
rmsprop,1,100,0.008629311,0.22936253249645233,Cabo_Silleiro,COP
rmsprop,1,200,0.008658271,0.31816548109054565,Cabo_Silleiro,COP
rmsprop,5,10,0.009320584,2.0784718990325928,Cabo_Silleiro,COP
rmsprop,5,50,0.009074076,1.1359039545059204,Cabo_Silleiro,COP
rmsprop,5,100,0.009135085,1.060774803161621,Cabo_Silleiro,COP
rmsprop,5,200,0.009043725,0.3191882073879242,Cabo_Silleiro,COP
rmsprop,10,10,0.009289408,1.6684032678604126,Cabo_Silleiro,COP
rmsprop,10,50,0.008983326,1.005224347114563,Cabo_Silleiro,COP
rmsprop,10,100,0.009104529,0.9875615835189819,Cabo_Silleiro,COP
rmsprop,10,200,0.009227369,0.5938712954521179,Cabo_Silleiro,COP
rmsprop,15,10,0.009320584,2.3735194206237793,Cabo_Silleiro,COP
rmsprop,15,50,0.009165743,0.8905893564224243,Cabo_Silleiro,COP
rmsprop,15,100,0.009165743,1.8128377199172974,Cabo_Silleiro,COP
rmsprop,15,200,0.009074076,0.4788227379322052,Cabo_Silleiro,COP
adam,1,10,0.00851228,0.06622027605772018,Golfo_de_Cadiz,GOW
adam,1,50,0.008971975,0.08701322972774506,Golfo_de_Cadiz,GOW
adam,1,100,0.008825715,0.07079233974218369,Golfo_de_Cadiz,GOW
adam,1,200,0.0084565,0.0746866837143898,Golfo_de_Cadiz,GOW
adam,5,10,0.009332966,0.5413471460342407,Golfo_de_Cadiz,GOW
adam,5,50,0.009332966,0.32478779554367065,Golfo_de_Cadiz,GOW
adam,5,100,0.008568428,0.08509320765733719,Golfo_de_Cadiz,GOW
adam,5,200,0.008913183,0.07224421948194504,Golfo_de_Cadiz,GOW
adam,10,10,0.009241379,0.6962314248085022,Golfo_de_Cadiz,GOW
adam,10,50,0.009332966,0.2180752158164978,Golfo_de_Cadiz,GOW
adam,10,100,0.009241379,0.5106754302978516,Golfo_de_Cadiz,GOW
adam,10,200,0.009332966,0.5025447010993958,Golfo_de_Cadiz,GOW
adam,15,10,0.009302337,0.4727056920528412,Golfo_de_Cadiz,GOW
adam,15,50,0.00915069,0.30866047739982605,Golfo_de_Cadiz,GOW
adam,15,100,0.009332966,0.5032551288604736,Golfo_de_Cadiz,GOW
adam,15,200,0.009332966,0.5023612380027771,Golfo_de_Cadiz,GOW
sgd,1,10,0.008318643,0.0672077089548111,Golfo_de_Cadiz,GOW
sgd,1,50,0.0071984096,0.06448078155517578,Golfo_de_Cadiz,GOW
sgd,1,100,0.008156178,0.0634283795952797,Golfo_de_Cadiz,GOW
sgd,1,200,0.0071984096,0.062374334782361984,Golfo_de_Cadiz,GOW
sgd,5,10,0.009302337,0.2918824553489685,Golfo_de_Cadiz,GOW
sgd,5,50,0.009271807,0.2588202953338623,Golfo_de_Cadiz,GOW
sgd,5,100,0.009271807,0.15779133141040802,Golfo_de_Cadiz,GOW
sgd,5,200,0.00912066,0.1048612892627716,Golfo_de_Cadiz,GOW
sgd,10,10,0.009180821,0.34855416417121887,Golfo_de_Cadiz,GOW
sgd,10,50,0.009060892,0.26008591055870056,Golfo_de_Cadiz,GOW
sgd,10,100,0.00921105,0.29402613639831543,Golfo_de_Cadiz,GOW
sgd,10,200,0.009241379,0.3045594096183777,Golfo_de_Cadiz,GOW
sgd,15,10,0.008796751,0.27615341544151306,Golfo_de_Cadiz,GOW
sgd,15,50,0.008825715,0.3946952819824219,Golfo_de_Cadiz,GOW
sgd,15,100,0.009090727,0.3609170615673065,Golfo_de_Cadiz,GOW
sgd,15,200,0.00921105,0.3522990047931671,Golfo_de_Cadiz,GOW
rmsprop,1,10,0.008624948,0.07842263579368591,Golfo_de_Cadiz,GOW
rmsprop,1,50,0.008913183,0.07176444679498672,Golfo_de_Cadiz,GOW
rmsprop,1,100,0.009060892,0.06093580648303032,Golfo_de_Cadiz,GOW
rmsprop,1,200,0.0087678805,0.06070956215262413,Golfo_de_Cadiz,GOW
rmsprop,5,10,0.009001517,0.5409359931945801,Golfo_de_Cadiz,GOW
rmsprop,5,50,0.009241379,0.16250070929527283,Golfo_de_Cadiz,GOW
rmsprop,5,100,0.00912066,0.1748928725719452,Golfo_de_Cadiz,GOW
rmsprop,5,200,0.008971975,0.15730080008506775,Golfo_de_Cadiz,GOW
rmsprop,10,10,0.008540308,0.35887783765792847,Golfo_de_Cadiz,GOW
rmsprop,10,50,0.00921105,0.17075921595096588,Golfo_de_Cadiz,GOW
rmsprop,10,100,0.009271807,0.3186894357204437,Golfo_de_Cadiz,GOW
rmsprop,10,200,0.009090727,0.11223334074020386,Golfo_de_Cadiz,GOW
rmsprop,15,10,0.009332966,0.21175621449947357,Golfo_de_Cadiz,GOW
rmsprop,15,50,0.009271807,0.1849190592765808,Golfo_de_Cadiz,GOW
rmsprop,15,100,0.0071984096,0.5057908892631531,Golfo_de_Cadiz,GOW
rmsprop,15,200,0.0071984096,0.5057626962661743,Golfo_de_Cadiz,GOW
adam,1,10,0.008318643,0.07575539499521255,Golfo_de_Cadiz,COP
adam,1,50,0.008183033,0.09229911118745804,Golfo_de_Cadiz,COP
adam,1,100,0.008346033,0.0886778011918068,Golfo_de_Cadiz,COP
adam,1,200,0.008373514,0.08213445544242859,Golfo_de_Cadiz,COP
adam,5,10,0.00921105,0.4873860776424408,Golfo_de_Cadiz,COP
adam,5,50,0.009332966,0.24587485194206238,Golfo_de_Cadiz,COP
adam,5,100,0.00851228,0.11988446861505508,Golfo_de_Cadiz,COP
adam,5,200,0.008883931,0.14711932837963104,Golfo_de_Cadiz,COP
adam,10,10,0.009302337,0.6578657627105713,Golfo_de_Cadiz,COP
adam,10,50,0.009241379,0.1404000073671341,Golfo_de_Cadiz,COP
adam,10,100,0.009302337,0.23836976289749146,Golfo_de_Cadiz,COP
adam,10,200,0.009332966,0.502740740776062,Golfo_de_Cadiz,COP
adam,15,10,0.008428747,0.208540678024292,Golfo_de_Cadiz,COP
adam,15,50,0.009302337,0.520279586315155,Golfo_de_Cadiz,COP
adam,15,100,0.009302337,0.5022580623626709,Golfo_de_Cadiz,COP
adam,15,200,0.009332966,0.5018662810325623,Golfo_de_Cadiz,COP
sgd,1,10,0.008428747,0.08493847399950027,Golfo_de_Cadiz,COP
sgd,1,50,0.0071984096,0.08472532778978348,Golfo_de_Cadiz,COP
sgd,1,100,0.0071984096,0.09338255971670151,Golfo_de_Cadiz,COP
sgd,1,200,0.0071984096,0.09786900877952576,Golfo_de_Cadiz,COP
sgd,5,10,0.009302337,0.2647905647754669,Golfo_de_Cadiz,COP
sgd,5,50,0.009302337,0.23300382494926453,Golfo_de_Cadiz,COP
sgd,5,100,0.00912066,0.18915577232837677,Golfo_de_Cadiz,COP
sgd,5,200,0.008854776,0.14002831280231476,Golfo_de_Cadiz,COP
sgd,10,10,0.009180821,0.35595086216926575,Golfo_de_Cadiz,COP
sgd,10,50,0.008971975,0.32662856578826904,Golfo_de_Cadiz,COP
sgd,10,100,0.00921105,0.3283153474330902,Golfo_de_Cadiz,COP
sgd,10,200,0.009241379,0.2975007891654968,Golfo_de_Cadiz,COP
sgd,15,10,0.0089425305,0.3304164707660675,Golfo_de_Cadiz,COP
sgd,15,50,0.008971975,0.4898134171962738,Golfo_de_Cadiz,COP
sgd,15,100,0.00912066,0.3683980405330658,Golfo_de_Cadiz,COP
sgd,15,200,0.009241379,0.3341905474662781,Golfo_de_Cadiz,COP
rmsprop,1,10,0.008681839,0.06921155005693436,Golfo_de_Cadiz,COP
rmsprop,1,50,0.009271807,0.0706145316362381,Golfo_de_Cadiz,COP
rmsprop,1,100,0.0076875733,0.07586673647165298,Golfo_de_Cadiz,COP
rmsprop,1,200,0.009090727,0.06984370946884155,Golfo_de_Cadiz,COP
rmsprop,5,10,0.008318643,0.431217759847641,Golfo_de_Cadiz,COP
rmsprop,5,50,0.009271807,0.2771988809108734,Golfo_de_Cadiz,COP
rmsprop,5,100,0.009180821,0.19423358142375946,Golfo_de_Cadiz,COP
rmsprop,5,200,0.00915069,0.1101621612906456,Golfo_de_Cadiz,COP
rmsprop,10,10,0.009271807,0.5642256140708923,Golfo_de_Cadiz,COP
rmsprop,10,50,0.00921105,0.18317170441150665,Golfo_de_Cadiz,COP
rmsprop,10,100,0.009302337,0.12144868075847626,Golfo_de_Cadiz,COP
rmsprop,10,200,0.0089425305,0.1878679245710373,Golfo_de_Cadiz,COP
rmsprop,15,10,0.009001517,0.23174351453781128,Golfo_de_Cadiz,COP
rmsprop,15,50,0.009271807,0.15444926917552948,Golfo_de_Cadiz,COP
rmsprop,15,100,0.009180821,0.21660137176513672,Golfo_de_Cadiz,COP
rmsprop,15,200,0.009060892,0.19441963732242584,Golfo_de_Cadiz,COP
adam,1,10,0.009267413,0.09115927666425705,Cabo_de_Gata,GOW
adam,1,50,0.009291757,0.0946749597787857,Cabo_de_Gata,GOW
adam,1,100,0.008863175,0.1129784882068634,Cabo_de_Gata,GOW
adam,1,200,0.009218914,0.09394317120313644,Cabo_de_Gata,GOW
adam,5,10,0.0094639715,0.5688316226005554,Cabo_de_Gata,GOW
adam,5,50,0.009414444,0.2696140706539154,Cabo_de_Gata,GOW
adam,5,100,0.008980203,0.15723735094070435,Cabo_de_Gata,GOW
adam,5,200,0.00917067,0.11480072885751724,Cabo_de_Gata,GOW
adam,10,10,0.009365176,0.7852135896682739,Cabo_de_Gata,GOW
adam,10,50,0.009122678,0.16466231644153595,Cabo_de_Gata,GOW
adam,10,100,0.009243132,0.1726049929857254,Cabo_de_Gata,GOW
adam,10,200,0.0094639715,0.5978153944015503,Cabo_de_Gata,GOW
adam,15,10,0.0094639715,0.43367576599121094,Cabo_de_Gata,GOW
adam,15,50,0.009414444,0.5976814031600952,Cabo_de_Gata,GOW
adam,15,100,0.0094639715,0.5980719327926636,Cabo_de_Gata,GOW
adam,15,200,0.008793692,0.5985606908798218,Cabo_de_Gata,GOW
sgd,1,10,0.008454362,0.09490686655044556,Cabo_de_Gata,GOW
sgd,1,50,0.008521164,0.0877303034067154,Cabo_de_Gata,GOW
sgd,1,100,0.00917067,0.08839596807956696,Cabo_de_Gata,GOW
sgd,1,200,0.009146642,0.08712025731801987,Cabo_de_Gata,GOW
sgd,5,10,0.009316166,0.36892274022102356,Cabo_de_Gata,GOW
sgd,5,50,0.009414444,0.30385470390319824,Cabo_de_Gata,GOW
sgd,5,100,0.009267413,0.19545049965381622,Cabo_de_Gata,GOW
sgd,5,200,0.009146642,0.1486595720052719,Cabo_de_Gata,GOW
sgd,10,10,0.009365176,0.4265317916870117,Cabo_de_Gata,GOW
sgd,10,50,0.00905116,0.1589466780424118,Cabo_de_Gata,GOW
sgd,10,100,0.008839954,0.15952187776565552,Cabo_de_Gata,GOW
sgd,10,200,0.009365176,0.33344554901123047,Cabo_de_Gata,GOW
sgd,15,10,0.00917067,0.5375530123710632,Cabo_de_Gata,GOW
sgd,15,50,0.008498838,0.2123459130525589,Cabo_de_Gata,GOW
sgd,15,100,0.00917067,0.1576303243637085,Cabo_de_Gata,GOW
sgd,15,200,0.009291757,0.401522159576416,Cabo_de_Gata,GOW
rmsprop,1,10,0.009267413,0.101068876683712,Cabo_de_Gata,GOW
rmsprop,1,50,0.009316166,0.08872048556804657,Cabo_de_Gata,GOW
rmsprop,1,100,0.009439175,0.09470858424901962,Cabo_de_Gata,GOW
rmsprop,1,200,0.009439175,0.08810637146234512,Cabo_de_Gata,GOW
rmsprop,5,10,0.009439175,0.5776206254959106,Cabo_de_Gata,GOW
rmsprop,5,50,0.009389778,0.22161579132080078,Cabo_de_Gata,GOW
rmsprop,5,100,0.009340639,0.13497024774551392,Cabo_de_Gata,GOW
rmsprop,5,200,0.009389778,0.1320008933544159,Cabo_de_Gata,GOW
rmsprop,10,10,0.0094639715,0.6914840340614319,Cabo_de_Gata,GOW
rmsprop,10,50,0.009340639,0.2239045947790146,Cabo_de_Gata,GOW
rmsprop,10,100,0.009267413,0.23175989091396332,Cabo_de_Gata,GOW
rmsprop,10,200,0.009027446,0.2653149664402008,Cabo_de_Gata,GOW
rmsprop,15,10,0.009267413,0.5215288400650024,Cabo_de_Gata,GOW
rmsprop,15,50,0.009243132,0.3439655601978302,Cabo_de_Gata,GOW
rmsprop,15,100,0.009218914,0.23909595608711243,Cabo_de_Gata,GOW
rmsprop,15,200,0.009389778,0.5969769954681396,Cabo_de_Gata,GOW
adam,1,10,0.009365176,0.10271070897579193,Cabo_de_Gata,COP
adam,1,50,0.008432211,0.09618176519870758,Cabo_de_Gata,COP
adam,1,100,0.008770652,0.09747159481048584,Cabo_de_Gata,COP
adam,1,200,0.008322325,0.099676214158535,Cabo_de_Gata,COP
adam,5,10,0.009439175,0.5403485894203186,Cabo_de_Gata,COP
adam,5,50,0.009439175,0.3403042256832123,Cabo_de_Gata,COP
adam,5,100,0.009365176,0.15157590806484222,Cabo_de_Gata,COP
adam,5,200,0.009122678,0.12526823580265045,Cabo_de_Gata,COP
adam,10,10,0.0094639715,0.6840842962265015,Cabo_de_Gata,COP
adam,10,50,0.009439175,0.27570703625679016,Cabo_de_Gata,COP
adam,10,100,0.0094639715,0.23447337746620178,Cabo_de_Gata,COP
adam,10,200,0.0094639715,0.2839844822883606,Cabo_de_Gata,COP
adam,15,10,0.009243132,0.37056511640548706,Cabo_de_Gata,COP
adam,15,50,0.0094639715,0.5401870608329773,Cabo_de_Gata,COP
adam,15,100,0.009439175,0.5982723832130432,Cabo_de_Gata,COP
adam,15,200,0.0094639715,0.5982572436332703,Cabo_de_Gata,COP
sgd,1,10,0.008724754,0.10074294358491898,Cabo_de_Gata,COP
sgd,1,50,0.007692435,0.09786991029977798,Cabo_de_Gata,COP
sgd,1,100,0.007692435,0.0985354632139206,Cabo_de_Gata,COP
sgd,1,200,0.007917659,0.10099087655544281,Cabo_de_Gata,COP
sgd,5,10,0.009389778,0.34343254566192627,Cabo_de_Gata,COP
sgd,5,50,0.009439175,0.3235543370246887,Cabo_de_Gata,COP
sgd,5,100,0.009340639,0.16570502519607544,Cabo_de_Gata,COP
sgd,5,200,0.00917067,0.13981622457504272,Cabo_de_Gata,COP
sgd,10,10,0.009316166,0.45858150720596313,Cabo_de_Gata,COP
sgd,10,50,0.009218914,0.16949766874313354,Cabo_de_Gata,COP
sgd,10,100,0.009098776,0.1439053863286972,Cabo_de_Gata,COP
sgd,10,200,0.009414444,0.285736620426178,Cabo_de_Gata,COP
sgd,15,10,0.00917067,0.5564510226249695,Cabo_de_Gata,COP
sgd,15,50,0.009003794,0.19130486249923706,Cabo_de_Gata,COP
sgd,15,100,0.00917067,0.18860773742198944,Cabo_de_Gata,COP
sgd,15,200,0.009146642,0.30065396428108215,Cabo_de_Gata,COP
rmsprop,1,10,0.008724754,0.11499875783920288,Cabo_de_Gata,COP
rmsprop,1,50,0.00830052,0.10462592542171478,Cabo_de_Gata,COP
rmsprop,1,100,0.00919476,0.11155963689088821,Cabo_de_Gata,COP
rmsprop,1,200,0.008278772,0.12455632537603378,Cabo_de_Gata,COP
rmsprop,5,10,0.009439175,0.5607085824012756,Cabo_de_Gata,COP
rmsprop,5,50,0.009439175,0.16060462594032288,Cabo_de_Gata,COP
rmsprop,5,100,0.009365176,0.1483919620513916,Cabo_de_Gata,COP
rmsprop,5,200,0.009243132,0.17030198872089386,Cabo_de_Gata,COP
rmsprop,10,10,0.009414444,0.6759589910507202,Cabo_de_Gata,COP
rmsprop,10,50,0.00905116,0.21554306149482727,Cabo_de_Gata,COP
rmsprop,10,100,0.009389778,0.18962974846363068,Cabo_de_Gata,COP
rmsprop,10,200,0.009218914,0.17355191707611084,Cabo_de_Gata,COP
rmsprop,15,10,0.009414444,0.4580284655094147,Cabo_de_Gata,COP
rmsprop,15,50,0.009439175,0.26355671882629395,Cabo_de_Gata,COP
rmsprop,15,100,0.009365176,0.596981406211853,Cabo_de_Gata,COP
rmsprop,15,200,0.009340639,0.5964111685752869,Cabo_de_Gata,COP
adam,1,10,0.009458886,0.07003495842218399,Cabo_de_Palos,GOW
adam,1,50,0.009436987,0.0713835284113884,Cabo_de_Palos,GOW
adam,1,100,0.009051351,0.07089730352163315,Cabo_de_Palos,GOW
adam,1,200,0.008967817,0.07874773442745209,Cabo_de_Palos,GOW
adam,5,10,0.009480838,0.4467315971851349,Cabo_de_Palos,GOW
adam,5,50,0.009524891,0.2837298512458801,Cabo_de_Palos,GOW
adam,5,100,0.009328247,0.11055244505405426,Cabo_de_Palos,GOW
adam,5,200,0.009114511,0.08117467910051346,Cabo_de_Palos,GOW
adam,10,10,0.009480838,0.5861656069755554,Cabo_de_Palos,GOW
adam,10,50,0.00939334,0.20394165813922882,Cabo_de_Palos,GOW
adam,10,100,0.009502838,0.4365979731082916,Cabo_de_Palos,GOW
adam,10,200,0.009328247,0.147915318608284,Cabo_de_Palos,GOW
adam,15,10,0.009480838,0.4931207001209259,Cabo_de_Palos,GOW
adam,15,50,0.009502838,0.2896026372909546,Cabo_de_Palos,GOW
adam,15,100,0.009480838,0.42124661803245544,Cabo_de_Palos,GOW
adam,15,200,0.009502838,0.4206571578979492,Cabo_de_Palos,GOW
sgd,1,10,0.00876234,0.07270558923482895,Cabo_de_Palos,GOW
sgd,1,50,0.007931101,0.07119347900152206,Cabo_de_Palos,GOW
sgd,1,100,0.007931101,0.07098954916000366,Cabo_de_Palos,GOW
sgd,1,200,0.008288198,0.07088503241539001,Cabo_de_Palos,GOW
sgd,5,10,0.009480838,0.21932239830493927,Cabo_de_Palos,GOW
sgd,5,50,0.009458886,0.18975351750850677,Cabo_de_Palos,GOW
sgd,5,100,0.009458886,0.11145001649856567,Cabo_de_Palos,GOW
sgd,5,200,0.009436987,0.09873002022504807,Cabo_de_Palos,GOW
sgd,10,10,0.00930665,0.29175129532814026,Cabo_de_Palos,GOW
sgd,10,50,0.009285103,0.11939439922571182,Cabo_de_Palos,GOW
sgd,10,100,0.009051351,0.13694895803928375,Cabo_de_Palos,GOW
sgd,10,200,0.009436987,0.24736399948596954,Cabo_de_Palos,GOW
sgd,15,10,0.008885054,0.4679611027240753,Cabo_de_Palos,GOW
sgd,15,50,0.009093409,0.1348680555820465,Cabo_de_Palos,GOW
sgd,15,100,0.009178112,0.13016125559806824,Cabo_de_Palos,GOW
sgd,15,200,0.009285103,0.32736754417419434,Cabo_de_Palos,GOW
rmsprop,1,10,0.008926339,0.07666214555501938,Cabo_de_Palos,GOW
rmsprop,1,50,0.008864483,0.07197042554616928,Cabo_de_Palos,GOW
rmsprop,1,100,0.009285103,0.07527942955493927,Cabo_de_Palos,GOW
rmsprop,1,200,0.009135663,0.07378324866294861,Cabo_de_Palos,GOW
rmsprop,5,10,0.0094151385,0.36384207010269165,Cabo_de_Palos,GOW
rmsprop,5,50,0.0094151385,0.17883752286434174,Cabo_de_Palos,GOW
rmsprop,5,100,0.009371592,0.12187645584344864,Cabo_de_Palos,GOW
rmsprop,5,200,0.00930665,0.12896256148815155,Cabo_de_Palos,GOW
rmsprop,10,10,0.009458886,0.41599100828170776,Cabo_de_Palos,GOW
rmsprop,10,50,0.009242157,0.15398766100406647,Cabo_de_Palos,GOW
rmsprop,10,100,0.008947054,0.12996774911880493,Cabo_de_Palos,GOW
rmsprop,10,200,0.009199412,0.3542952835559845,Cabo_de_Palos,GOW
rmsprop,15,10,0.0094151385,0.3218536972999573,Cabo_de_Palos,GOW
rmsprop,15,50,0.009458886,0.30638957023620605,Cabo_de_Palos,GOW
rmsprop,15,100,0.009371592,0.15051990747451782,Cabo_de_Palos,GOW
rmsprop,15,200,0.007931101,0.4257158041000366,Cabo_de_Palos,GOW
adam,1,10,0.009502838,0.06644083559513092,Cabo_de_Palos,COP
adam,1,50,0.009524891,0.07547245919704437,Cabo_de_Palos,COP
adam,1,100,0.009502838,0.0802137479186058,Cabo_de_Palos,COP
adam,1,200,0.00939334,0.07271496951580048,Cabo_de_Palos,COP
adam,5,10,0.009502838,0.4261893630027771,Cabo_de_Palos,COP
