Nombre,Modelo,bias_gow,bias_cop,rmse_gow,rmse_cop,pearson_gow,pearson_cop,si_gow,si_cop
Valencia,IHCantabria,0.0653940600290787,0.0344504398858221,0.2787524877273653,0.3198252824137053,0.8794684573848945,0.8357444346430314,0.3462763791932964,0.397298483940379
Tarragona,IHCantabria,0.0297000289417443,-0.0350846395413844,0.2426482460908104,0.2977201260339547,0.9310757268719032,0.8853107048490418,0.2764473601322749,0.3391903474527194
Cabo_Begur,IHCantabria,0.2439602367518402,0.0133971485777014,0.4395772957461012,0.4295103066160227,0.9554078008131164,0.915389939146066,0.3342288794481777,0.3265745293966078
Dragonera,IHCantabria,0.0746540295135267,0.0017438043139242,0.2825642425173714,0.3437159911022429,0.9466303434761424,0.915688561024294,0.2641069902911853,0.3212642729179874
Mahon,IHCantabria,0.0801386993110025,0.031045940996163,0.3107226885568454,0.3764617652110686,0.9592924139295824,0.9353014847374084,0.2279621165251402,0.2761916781387702
Gran_Canaria,IHCantabria,0.0741176897177932,-0.0307939739681741,0.2720903499269228,0.2410734963245814,0.9232799824721644,0.9293668575135704,0.1577838884270545,0.1397973638426122
Tenerife,IHCantabria,0.0623135664399181,0.0539904727508239,0.2103002452443398,0.2128449885286275,0.8383955009660682,0.8315704937352759,0.2461908145944179,0.2491698525948946
Bilbao-Vizcaya,Red Neuronal,-0.010829295078538,-0.0360250313234833,0.3734346251279691,0.3683852581951731,0.9582868832210756,0.9599057399698944,0.1825591185441525,0.1800906597713717
Cabo_de_Pennas,Red Neuronal,-0.0547942215224761,-0.0465552795225671,0.4098225608027959,0.3441047100465355,0.947278542550992,0.963446546150657,0.1909788243221071,0.1603540635724283
Estaca_de_Bares,Red Neuronal,-0.0121073490925497,-0.0446907512379912,0.4040414427667402,0.3949658263137362,0.9613936681220346,0.9638136092171872,0.1547877485458734,0.1513108917467124
Villano-Sisargas,Red Neuronal,-0.0189231153118635,-0.0307554827963313,0.3970686382586166,0.3840636883808174,0.9571823750922608,0.9604090685615698,0.1489433942290712,0.1440651409752427
Cabo_Silleiro,Red Neuronal,0.0101555417246549,-0.0376487035234177,0.3727145791053772,0.3577738106250763,0.9633510785559488,0.9667130702699652,0.1467847824096679,0.1409007161855697
Golfo_de_Cadiz,Red Neuronal,-0.0130485851805232,-0.0473411519779631,0.239925948978006,0.2927901410496251,0.932593305968096,0.9008218591040292,0.1910915993760485,0.233195853024804
Cabo_de_Gata,Red Neuronal,-0.0417236080535097,-0.0241435290160646,0.285865840041363,0.3013989582942833,0.926182050251374,0.9161607473381352,0.279515148075111,0.2947031881987754
Cabo_de_Palos,Red Neuronal,-0.0198819877687564,-0.0371797888169181,0.2665207684040069,0.2804900109767914,0.909186030344092,0.900198398630156,0.2644940912723541,0.2783571183681488
Valencia,Red Neuronal,-0.0130802049823835,-0.044192365259906,0.2614589333534241,0.273820012807846,0.8579679974166208,0.8455110538569001,0.3247936964035034,0.3401490747928619
Tarragona,Red Neuronal,-0.0148886247565886,-0.0526312842664876,0.2259540536666575,0.2802339301316421,0.9273846297177284,0.8893834741203194,0.2574277896241488,0.3192684532135126
Cabo_Begur,Red Neuronal,0.026223874310225,-0.0758730010334848,0.3177017596452039,0.4141892256013106,0.9521746771645442,0.9192983637796446,0.2415618462384441,0.3149252750128243
Dragonera,Red Neuronal,-0.0209641389172314,-0.0441751306313756,0.2775834697974418,0.3503912901300069,0.9416877175451844,0.9062792336938352,0.2594515643934652,0.3275035377301586
Mahon,Red Neuronal,-0.0222958764796603,-0.0430607811571173,0.3031924872984515,0.3708376568095059,0.9576065143605398,0.9369865327576864,0.2224375742887926,0.2720655434791427
Gran_Canaria,Red Neuronal,-0.0262634956811014,-0.0112615123672978,0.247637078166008,0.2396817952394485,0.925058526003107,0.929186656362798,0.1436035484075546,0.1389903277158737
Tenerife,Red Neuronal,-0.0049295058130109,0.0048967980346409,0.1974159628152847,0.1937930583953857,0.8292429909518109,0.8367521303892809,0.2311076521873474,0.2268664538860321
Bilbao-Vizcaya,KMeans,0.031066923894956,-0.0033254829584508,0.3765706824117749,0.3685076706104545,0.9585575269057665,0.9593668102961564,0.1840922271926592,0.1801505029169424
Cabo_de_Pennas,KMeans,0.015033907990699,-0.0789311015869475,0.3970377405192329,0.3620760260176992,0.9496268004086966,0.9619182993514752,0.1850210509332009,0.1687287630740145
Estaca_de_Bares,KMeans,0.0359751886194466,-0.1001992303815427,0.4119512817159977,0.407464239792329,0.9602120547204188,0.9637607610792792,0.157817997507297,0.1560990176119683
Villano-Sisargas,KMeans,0.1289301245437284,-0.0184717566156665,0.4277453728029704,0.3830729217592699,0.9563359572080574,0.9601198791550926,0.1604504651146956,0.1436934970595979
Cabo_Silleiro,KMeans,0.131050050268685,-0.0283116022567127,0.420483648777008,0.3605917096138,0.963083842125235,0.966005309717273,0.1655974984169006,0.1420104801654815
Golfo_de_Cadiz,KMeans,0.002780758712472,0.0419454353645996,0.2429255169382525,0.2839693603968447,0.932897258841583,0.9063459267453854,0.1934806374996956,0.2261704475200429
Cabo_de_Gata,KMeans,-0.029268810455994,0.0224273616022523,0.2867506517401068,0.3001551309308121,0.9255640046065836,0.9169386766524747,0.2803803031176203,0.2934869932535163
Cabo_de_Palos,KMeans,0.051420969777293,0.0160392986419209,0.2756654918193817,0.2783388495445251,0.9061520729901028,0.9003454269798241,0.2735692858695984,0.2762223184108734
Valencia,KMeans,0.0683115840737336,0.0614458989162071,0.2750451266765594,0.2880904972553253,0.8610672785663666,0.8397269285841341,0.341670960187912,0.3578763902187347
Tarragona,KMeans,0.0388263544276551,-0.0312017362590587,0.2323985363944697,0.283036889632965,0.9270723743892302,0.8854072997967527,0.2647699413446891,0.3224618443349486
Cabo_Begur,KMeans,0.2354051058030027,0.0244556303107893,0.4577859914832776,0.4148374452877589,0.948822976478192,0.9162413145924334,0.3480737072665017,0.3154181433696172
Dragonera,KMeans,0.0624586068021755,0.0040245046835798,0.281728620930737,0.3369488659442442,0.9434734502676256,0.9124542822914344,0.2633259519676444,0.3149391801090736
Mahon,KMeans,0.0524723298461552,0.0057876215010711,0.3061552554735872,0.3600196015196798,0.9579943543503912,0.939029900495844,0.2246112131277012,0.2641288627301166
Gran_Canaria,KMeans,0.0638381852069367,-0.0394368024428324,0.2584217190742492,0.2453781813383102,0.9255835345231628,0.9280725374385916,0.1498575210571289,0.142293632030487
Tenerife,KMeans,0.0394775809414252,0.0522001012335207,0.2022847086191177,0.1987392455339431,0.828007036646772,0.8401277344137239,0.2368073165416717,0.2326567769050598
